Coefficients order=180 center=CT2077:180
Observation time
          B0 angle & Nmax:        0          180





Max Harmonic Order:180              Units: Gauss
 
  l   m      g(uT)      h(uT)
  171  134         -0.169         -0.498
  171  135          0.485         -0.019
  171  136         -1.048         -0.070
  171  137          0.514          0.365
  171  138         -0.304          0.293
  171  139         -0.458          0.619
  171  140         -0.104          0.382
  171  141         -0.485          0.495
  171  142         -0.077          0.323
  171  143          0.771         -0.749
  171  144         -0.647         -0.500
  171  145          0.331          0.389
  171  146          0.256         -0.644
  171  147         -0.927         -0.357
  171  148         -0.400         -0.159
  171  149          0.156          0.823
  171  150         -0.618          0.180
  171  151          0.442          0.788
  171  152          0.083         -0.531
  171  153         -0.044         -0.416
  171  154         -0.157          0.123
  171  155         -0.118         -0.434
  171  156          0.214          0.389
  171  157         -0.195         -0.675
  171  158         -0.575         -0.654
  171  159          0.403          0.278
  171  160         -0.523         -0.255
  171  161         -0.120         -0.619
  171  162          0.359         -0.312
  171  163          0.459          0.309
  171  164         -0.371         -0.227
  171  165         -0.192          0.703
  171  166         -0.174         -0.129
  171  167         -0.088         -0.284
  171  168         -0.343          0.639
  171  169          0.408          0.127
  171  170          0.199         -0.058
  171  171         -0.084         -0.322
  172    0         -0.111          0.000
  172    1         -0.006          0.456
  172    2         -1.445          1.714
  172    3          0.259         -1.095
  172    4         -1.747          1.462
  172    5         -0.583         -0.563
  172    6          1.118          1.536
  172    7         -0.648         -0.321
  172    8         -0.420          0.722
  172    9          0.620         -1.712
  172   10          0.292          0.598
  172   11         -1.247          0.079
  172   12          1.155          0.502
  172   13         -0.867         -1.854
  172   14          1.265         -0.891
  172   15          0.248          0.905
  172   16          0.155          0.558
  172   17         -0.280         -1.366
  172   18         -1.144          0.268
  172   19         -0.845         -0.230
  172   20         -0.318          0.930
  172   21          0.839          0.268
  172   22          0.844         -1.402
  172   23          0.154         -0.475
  172   24          0.571         -1.426
  172   25         -0.156         -0.370
  172   26         -1.030         -0.580
  172   27          1.575          1.719
  172   28          0.541         -0.225
  172   29         -0.623          0.003
  172   30          0.164         -0.749
  172   31         -0.440         -0.356
  172   32         -0.393         -0.491
  172   33          0.946         -0.350
  172   34          0.444          0.477
  172   35         -0.129         -0.282
  172   36          0.126         -0.075
  172   37         -0.076          0.119
  172   38         -0.075          0.132
  172   39          0.958          0.582
  172   40          0.241          0.804
  172   41          0.183         -0.147
  172   42          0.315          1.235
  172   43         -0.549          0.730
  172   44         -0.330          0.133
  172   45         -0.010          0.374
  172   46         -0.216          0.461
  172   47         -0.099          0.489
  172   48         -0.245         -0.286
  172   49         -0.335         -0.215
  172   50          0.144          0.330
  172   51         -0.617         -0.007
  172   52          1.111         -0.021
  172   53         -0.322          0.354
  172   54         -0.220         -0.055
  172   55          0.243         -0.444
  172   56         -0.167         -0.979
  172   57         -0.875         -0.261
  172   58          0.257         -0.930
  172   59          0.066         -0.047
  172   60         -0.308          0.122
  172   61          0.097          0.305
  172   62          0.245          0.401
  172   63          0.447         -0.059
  172   64          0.383          0.221
